5649,ham,I will vote for wherever my heart guides me
11365,ham,THANX4 TODAY CER IT WAS NICE 2 CATCH UP BUT WE AVE 2 FIND MORE TIME MORE OFTEN OH WELL TAKE CARE C U SOON.C
5136,ham,Normally i use to drink more water daily:)
9654,ham,Yes just finished watching days of our lives. I love it.
9577,ham,Missing you too.pray inshah allah
5555,ham,Ahhhh...just woken up!had a bad dream about u tho so i dont like u right now :) i didnt know anything about comedy night but i guess im up for it.
5961,ham,Yep get with the program. You're slacking.
6137,spam,Want explicit SEX in 30 secs? Ring 02073162414 now! Costs 20p/min Gsex POBOX 2667 WC1N 3XX
10115,ham,You have come into my life and brought the sun ..Shiny down on me  warming my heart. Putting a constant smile on my face ... Making me feel loved and cared for
8982,ham,Frnd s not juz a word.....not merely a relationship.....its a silent promise which says ...  I will be with YOU  Wherevr.. Whenevr.. Forevr... Gudnyt dear..
4410,ham,Excellent! Wish we were together right now!
5874,ham,Hi. Hope ur day * good! Back from walk  table booked for half eight. Let me know when ur coming over.
2416,ham,Are you going to write ccna exam this week??
1873,spam,network operator. The service is free. For T & C's visit 80488.biz
11270,ham,excellent. I spent  #  years in the Air Force. Iraq and afghanistan. I am stable and honest. do you like traveling?
11146,ham,Ranjith cal drpd Deeraj and deepak 5min hold
11672,spam,More people are dogging in your area now. Call 09090204448 and join like minded guys. Why not arrange 1 yourself. There's 1 this evening. AÂ£1.50 minAPN LS278BB
1483,ham,Dude we should go sup again
2786,ham,So is there anything specific I should be doing with regards to jaklin or what because idk what the fuck
3738,ham,Is ur lecture over?
2438,spam,Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520  to subscribe 25p pm. DPS  Bcm box 8027 Ldn  wc1n3xx
7769,ham,u still attending da talks?
2505,ham,There're some people by mu  I'm at the table by lambda
11189,ham,Hello which the site to download songs its urgent pls
8901,ham,Watching telugu movie..wat abt u?
2744,spam,FreeMsg: Hey - I'm Buffy. 25 and love to satisfy men. Home alone feeling randy. Reply 2 C my PIX! QlynnBV Help08700621170150p a msg Send stop to stop txts
8166,ham,Camera quite good  10.1mega pixels  3optical and 5digital dooms. Have a lovely holiday  be safe and i hope you hav a good journey! Happy new year to you both! See you in a couple of weeks! 
7622,ham,I am going to film 2day da. At 6pm. Sorry da.
1837,ham,Is ur paper in e morn or aft tmr?
4581,ham,His frens go then he in lor. Not alone wif my mum n sis lor.
4607,ham,Forgot you were working today! Wanna chat  but things are ok so drop me a text when you're free / bored etc and i'll ring. Hope all is well  nose essay and all xx
3342,ham,No * am working on the ringing u thing but have whole houseful of screaming brats so * am pulling my hair out! Loving u
6372,spam,FREE MSG:We billed your mobile number by mistake from shortcode 83332.Please call 08081263000 to have charges refunded.This call will be free from a BT landline
1580,ham,If he started searching he will get job in few days.he have great potential and talent.
10285,spam,Urgent UR awarded a complimentary trip to EuroDisinc Trav  Aco&Entry41 Or Â£1000. To claim txt DIS to 87121 18+6*Â£1.50(moreFrmMob. ShrAcomOrSglSuplt)10  LS1 3AJ
10980,spam,Bored of speed dating? Try SPEEDCHAT  txt SPEEDCHAT to 80155  if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16
2957,ham,Okay same with me. Well thanks for the clarification
8269,spam,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN Â£100 Cash WKENT/150P16+
6147,spam,Had your contract mobile 11 Mnths? Latest Motorola  Nokia etc. all FREE! Double Mins & Text on Orange tariffs. TEXT YES for callback  no to remove from records.
11218,ham,Yeah  that's fine! It's Â£6 to get in  is that ok? 
10619,ham,Lol ... Oh no babe  I wont be sliding into your place after midnight  but thanks for the invite
8133,ham,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  #  IQ. Tis s IAS question try to answer.
8980,spam,Babe: U want me dont u baby! Im nasty and have a thing 4 filthyguys. Fancy a rude time with a sexy babe. How about we go slo n hard! Txt XXX SLO(4msgs)
1070,spam,okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm
7534,ham,No problem with the renewal. I.ll do it right away but i dont know his details.
10920,ham,I keep seeing weird stuff and bein all woah then realising it's actually reasonable and I'm all oh
9712,ham,Lol you won't feel bad when I use her money to take you out to a steak dinner =D
2823,spam,Thanks for your ringtone order  ref number K718. Your mobile will be charged å£4.50. Should your tone not arrive please call customer services on 09065069120
5321,ham,I'm home  my love ... If your still awake ... *loving kiss*
4361,spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+
3016,ham,Could you not read me  my Love ? I answered you
4246,ham,Hey babe  my friend had to cancel  still up for a visit ?
2289,ham,Bring tat cd don forget
4555,ham,Haha... dont be angry with yourself... Take it as a practice for the real thing. =) 
5153,ham,Try to do something dear. You read something for exams
6129,ham,What about this one then.
4461,ham,Customer place  i wil cal u sir.
826,spam,Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free  txt HORO followed by ur star sign  e. g. HORO ARIES
9479,ham,Ay wana meet on sat?u wkg on sat?
8628,spam,Dorothy@kiefer.com (Bank of Granite issues Strong-Buy) EXPLOSIVE PICK FOR OUR MEMBERS *****UP OVER 300% *********** Nasdaq Symbol CDGT That is a $5.00 per..
9343,ham,Mmmmm ... I loved waking to your words this morning ! I miss you too  my Love. I hope your day goes well and you are happy. I wait for us to be together again
3915,ham,I know girls always safe and selfish know i got it pa. Thank you. good night.
9657,ham,It does it on its own. Most of the time it fixes my spelling. But sometimes it gets a completely diff word. Go figure
875,ham,Thanx...
5901,ham,At WHAT TIME should i come tomorrow
9123,ham,Good afternon  my love. How are today? I hope your good and maybe have some interviews. I wake and miss you babe. A passionate kiss from across the sea
3529,ham,Wat's my dear doing? Sleeping ah?
2337,ham,I cant pick the phone right now. Pls send a message
9643,ham,Lol boo I was hoping for a laugh
4016,ham,But i haf enuff space got like 4 mb...
10929,ham,Men always needs a beautiful  intelligent  caring  loving  adjustable  cooperative wife. But the law allows only one wife....
6568,ham,Neva mind it's ok..
10832,ham,Yeah that's what I thought  lemme know if anything's goin on later
8789,ham,I am 6 ft. We will be a good combination!
4339,ham,No da. . Vijay going to talk in jaya tv
3100,ham,Remember to ask alex about his pizza
6061,ham,Ok i thk i got it. Then u wan me 2 come now or wat?
11433,ham,Just so that you know yetunde hasn't sent money yet. I just sent her a text not to bother sending. So its over  you dont have to involve yourself in anything. I shouldn't have imposed anything on you in the first place so for that  i apologise.
5424,ham,I am going to sleep. I am tired of travel.
9448,ham,Horrible u eat macs eat until u forgot abt me already rite... U take so long 2 reply. I thk it's more toot than b4 so b prepared. Now wat shall i eat?
5675,ham,Well  i'm glad you didn't find it totally disagreeable ... Lol
8153,ham,Hai ana tomarrow am coming on morning.  DECIMAL  ill be there in sathy then we ll go to RTO office. Reply me after came to home.
4191,ham,I anything lor...
1679,ham,Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI
6282,ham,Wow so healthy. Old airport rd lor. Cant thk of anything else. But i'll b bathing my dog later.
5968,spam,IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!
11373,spam,Great News! Call FREEFONE 08006344447 to claim your guaranteed Â£1000 CASH or Â£2000 gift. Speak to a live operator NOW!
9772,ham,I dont know what to do to come out of this so only am ask questions like this dont mistake me.
9930,ham,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!
5950,ham,No one interested. May be some business plan.
4140,ham,If you are not coughing then its nothing
10864,spam,Collect your VALENTINE'S weekend to PARIS inc Flight & Hotel + Â£200 Prize guaranteed! Text: PARIS to No: 69101. www.rtf.sphosting.com
9969,spam,Call 09094100151 to use ur mins! Calls cast 10p/min (mob vary). Service provided by AOM  just GBP5/month. AOM Box61 M60 1ER until u stop. Ages 18+ only!
6007,ham,Yup he msg me: is tat yijue? Then i tot it's my group mate cos we meeting today mah... I'm askin if Ì_ leaving earlier or wat mah cos mayb Ì_ haf to walk v far...
1748,ham,I'm not driving... Raining! Then i'll get caught at e mrt station lor.
8350,ham,Sac will score big hundred.he is set batsman:-)
11354,ham,Aiyah ok wat as long as got improve can already wat...
2529,spam,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or å£250 cash every wk. Txt VPOD to 81303 Ts&Cs www.textpod.net custcare 08712405020.
3189,spam,Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p
6833,ham,So many people seems to be special at first sight  But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas
11306,ham,Lil fever:) now fine:)
5047,ham,I sent them. Do you like?
4791,ham,&lt;#&gt;  w jetton ave if you forgot
6991,ham,Your dad is back in ph?
7572,ham,Water logging in desert. Geoenvironmental implications.
3239,ham,Why she wants to talk to me
3112,ham,Hiya   have u been paying money into my account? If so  thanks. Got a pleasant surprise when i checked my balance -u c  i don't get statements 4 that acc
813,ham,Yup... How Ì_ noe leh...
1171,ham,Do you know where my lab goggles went
1200,ham,Mind blastin.. No more Tsunamis will occur from now on.. Rajnikant stopped swimming in Indian Ocean..:-D
7593,spam,Customer Loyalty Offer:The NEW Nokia6650 Mobile from ONLY Â£10 at TXTAUCTION! Txt word: START to No: 81151 & get yours Now! 4T&Ctxt TC 150p/MTmsg
9949,ham,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.
5896,ham,Are u coming to the funeral home
729,ham,K..k:)how much does it cost?
3695,ham,We walked from my moms. Right on stagwood pass right on winterstone left on victors hill. Address is &lt;#&gt;
8440,ham,Gumby's has a special where a  #  cheese pizza is $2 so I know what we're doin tonight
1297,ham,meet you in corporation st outside gap Û_ you can see how my mind is working!
8231,spam,ou are guaranteed the latest Nokia Phone  a 40GB iPod MP3 player or a Â£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18
4162,spam,Auction round 4. The highest bid is now å£54. Next maximum bid is å£71. To bid  send BIDS e. g. 10 (to bid å£10) to 83383. Good luck.
2896,spam,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 4 messages. You have 21 matches. Please call back on 09056242159 to retrieve your messages and matches
11191,ham,Thank you. I like you as well...
1113,ham,No..jst change tat only..
8389,ham,Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM
831,ham,Dear we are going to our rubber place
9059,ham,Aight  call me once you're close
4311,ham,Wat u doing there?
3129,ham,Can you just come in for a sec? There's somebody here I want you to see
5879,ham,"Helloooo... Wake up..! \Sweet\"" \""morning\"" \""welcomes\"" \""You\"" \""Enjoy\"" \""This Day\"" \""with full of joy\"".. \""GUD MRNG\""."""
9584,ham,Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry. 
3260,ham,Want to finally have lunch today?
5158,ham,Think + da. You wil do.
3327,ham,Whatsup there. Dont u want to sleep
4634,spam,YOU ARE CHOSEN TO RECEIVE A å£350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.
1344,ham,Men like shorter ladies. Gaze up into his eyes.
3319,ham,Go where n buy? Juz buy when we get there lar.
10205,ham,thanks for the temales it was wonderful. Thank. Have a great week.
9769,ham,Wot u up 2 u weirdo?
3908,ham,Okie Ì_ wan meet at bishan? Cos me at bishan now. I'm not driving today.
7343,ham,Shhhhh nobody is supposed to know!
5098,spam,SMS SERVICES. for your inclusive text credits  pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP  no extra charge. help 08702840625.COMUK. 220-CM2 9AE
10719,spam,You have been specially selected to receive a 3000 award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo
5627,ham,Go chase after her and run her over while she's crossing the street
4105,ham,Nite...
1021,spam,Someone has contacted our dating service and entered your phone because they fancy you! To find out who it is call from a landline 09111032124 . PoBox12n146tf150p
10342,ham,Come by our room at some point so we can iron out the plan for this weekend
3698,ham,Ok... I din get ur msg...
3259,ham,Ok...
7850,ham,What's nannys address?
5385,ham,Holy living christ what is taking you so long
2479,spam,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094594
5916,ham,Jus finish watching tv... U?
4546,ham,Sorry  went to bed early  nightnight
8587,ham,5 nights...We nt staying at port step liao...Too ex
4610,spam,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed å£1000 cash or å£5000 prize!
1800,ham,Otherwise had part time job na-tuition..
11024,ham,Its not that time of the month nor mid of the time?
3806,ham,This phone has the weirdest auto correct.
3517,ham,Thanks chikku..:-) gud nyt:-*
8846,ham,Where are the garage keys? They aren't on the bookshelf
6305,spam,Fancy a shag? I do.Interested? sextextuk.com txt XXUK SUZY to 69876. Txts cost 1.50 per msg. TnCs on website. X
6972,ham,Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life
9254,ham,Did he say how fantastic I am by any chance  or anything need a bigger life lift as losing the will 2 live  do you think I would be the first person 2 die from N V Q? 
4975,spam,If you don't  your prize will go to another customer. T&C at www.t-c.biz 18+ 150p/min Polo Ltd Suite 373 London W1J 6HL Please call back if busy
5088,ham,The new deus ex game comin early next yr
4493,spam,Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm
8532,ham,Ok... U enjoy ur shows...
5285,ham,But pls dont play in others life.
8943,spam,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468
5986,ham,I'm at work. Please call
1558,ham,My sort code is  and acc no is . The bank is natwest. Can you reply to confirm i've sent this to the right person!
711,ham,Going for dinner.msg you after.
6739,ham,I wish u were here. I feel so alone
3992,ham,Ok thanx...
4541,ham,She's borderline but yeah whatever.
10521,ham,I cant pick the phone right now. Pls send a message
8423,ham,Alright  see you in a bit
7224,ham,Ic. There are a lotta childporn cars then.
11054,ham,u log off 4 wat. It's sdryb8i
10801,ham,Where in abj are you serving. Are you staying with dad or alone.
4287,ham,I'll meet you in the lobby
6849,ham,Much better now thanks lol
5599,ham,Well its not like you actually called someone a punto. That woulda been worse.
9621,ham,Hi:)cts employee how are you?
2973,spam,XMAS Prize draws! We are trying to contact U. Todays draw shows that you have won a å£2000 prize GUARANTEED. Call 09058094565 from land line. Valid 12hrs only
11726,ham,You are a great role model. You are giving so much and i really wish each day for a miracle but God as a reason for everything and i must say i wish i knew why but i dont. I've looked up to you since i was young and i still do. Have a great day.
1789,ham,In that case I guess I'll see you at campus lodge
10424,ham,Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  # g wifi ipad. And what are you saying about the about the  # g?
6152,ham,Have a safe trip to Nigeria. Wish you happiness and very soon company to share moments with
2064,ham,Wat makes u thk i'll fall down. But actually i thk i'm quite prone 2 falls. Lucky my dad at home i ask him come n fetch me already.
7805,ham,So can collect ur laptop?
8491,ham,Are you willing to go for aptitude class.
9061,spam,RT-KIng Pro Video Club>> Need help? info@ringtoneking.co.uk or call 08701237397 You must be 16+ Club credits redeemable at www.ringtoneking.co.uk! Enjoy!
11636,ham,Just hopeing that wasnâ¬Ët too pissed up to remember and has gone off to his sisters or something!
8194,ham,That would be great. We'll be at the Guild. Could meet on Bristol road or somewhere - will get in touch over weekend. Our plans take flight! Have a good week
2762,ham,1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand  4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)
9756,ham,Hey   is * rite u put Â»10 evey mnth is that all?
8216,ham,Captain is in our room:)
7502,ham,I like to talk pa but am not able to. I dont know y.
10468,ham,Olol i printed out a forum post by a guy with the exact same  prob which was fixed with a gpu replacement. Hopefully they dont ignore that.
7133,ham,Happy or sad   one thing about past is- Its no more GOOD MORNING :-):-).
3626,ham,You still at the game?
8001,ham,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow
7332,ham,ARE YOU IN TOWN? THIS IS V. IMPORTANT
3025,ham,Hey!!! I almost forgot ... Happy B-day babe ! I love ya!!
6422,spam,For sale - arsenal dartboard. Good condition but no doubles or trebles!
6222,ham,I think we're going to finn's now  come
7339,spam,As a Registered Subscriber yr draw 4 a Â£100 gift voucher will b entered on receipt of a correct ans. When are the next olympics. Txt ans to 80062
7424,ham,Chk in ur belovd ms dict
9435,ham,Hey sathya till now we dint meet not even a single time then how can i saw the situation sathya.
7647,ham,Can you do online transaction?
734,spam,Want 2 get laid tonight? Want real Dogging locations sent direct 2 ur mob? Join the UK's largest Dogging Network bt Txting GRAVEL to 69888! Nt. ec2a. 31p.msg@150p
1106,ham,Maybe westshore or hyde park village  the place near my house?
9873,ham,Oh... Okie lor...We go on sat... 
6403,spam,Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10 000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+ 
1503,ham,Lovely smell on this bus and it ain't tobacco... 
10055,spam,Hottest pics straight to your phone!! See me getting Wet and Wanting  just for you xx Text PICS to 89555 now! txt costs 150p textoperator g696ga 18 XxX
5294,spam,URGENT! Your Mobile No 07808726822 was awarded a å£2 000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9758 BOX95QU
10534,ham,Orh i tot u say she now still dun believe.
11302,ham,You're right I have now that I think about it
1347,spam,U are subscribed to the best Mobile Content Service in the UK for å£3 per 10 days until you send STOP to 82324. Helpline 08706091795
1984,ham,"Storming msg: Wen u lift d phne  u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person"
3989,spam,Please CALL 08712402972 immediately as there is an urgent message waiting for you
10219,ham,Hmph. Go head  big baller.
9634,ham,Sorry  left phone upstairs. OK  might be hectic but would be all my birds with one fell swoop. It's a date.
5514,ham,We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow! 
9346,ham,u only send me the contents page...
10997,ham,I will vote for wherever my heart guides me
7037,ham,Dude how do you like the buff wind.
3903,ham,IM GONNAMISSU SO MUCH!!I WOULD SAY IL SEND U A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE OF MEREMEMBERIN ASTHERE IS OFSI NOT BREAKIN HIS CONTRACT!! LUV Yaxx
2742,ham,You see the requirements please
816,ham,Tired. I haven't slept well the past few nights.
6534,ham,Aight  tomorrow around  #  it is
3675,ham,Mum  hope you are having a great day. Hoping this text meets you well and full of life. Have a great day. Abiola
10232,ham,I know but you need to get hotel now. I just got my invitation but i had to apologise. Cali is to sweet for me to come to some english bloke's weddin
4276,ham,Great! So what attracts you to the brothas?
5419,spam,Check Out Choose Your Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo
3715,ham,Uncle Abbey! Happy New Year. Abiola
3891,ham,Dear good morning how you feeling dear
10459,ham,* Am on my way
10438,spam,Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now 08000930705 for del Sat AM
7027,ham,Ok i wont call or disturb any one. I know all are avoiding me. I am a burden for all
880,ham,You got called a tool?
11360,ham,Ok c u then.
2602,spam,TheMob>Yo yo yo-Here comes a new selection of hot downloads for our members to get for FREE! Just click & open the next link sent to ur fone...
5756,ham,Sir  I need Velusamy sir's date of birth and company bank facilities details.
10672,spam,Guess who am I?This is the first time I created a web page WWW.ASJESUS.COM read all I wrote. I'm waiting for your opinions. I want to be your friend 1/1
3602,ham,I will see in half an hour
10597,ham,Ok no prob. Take ur time.
7086,ham,Are u awake? Is there snow there?
6482,ham,Oh. U must have taken your REAL Valentine out shopping first.
8238,ham,I dunno until when... Lets go learn pilates...
5413,ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear
1732,ham,Good morning princess! How are you?
2869,ham,Haha i think i did too
6165,ham,Huh y lei...
3288,ham,Yes I know the cheesy songs from frosty the snowman :)
7043,ham,Miserable. They don't tell u that the side effects of birth control are massive gut wrenching cramps for the first 2 months. I didn't sleep at all last night.
4761,ham,How's it going? Got any exciting karaoke type activities planned? I'm debating whether to play football this eve. Feeling lazy though.
8604,ham,Hi darlin i cantdo anythingtomorrow as myparents aretaking me outfor a meal. when are u free? Katexxx
6604,ham,How to Make a girl Happy? It's not at all difficult to make girls happy. U only need to be... 1. A friend 2. Companion 3. Lover 4. Chef . . .  # . Good listener  # . Organizer  # . Good boyfriend  # . Very clean  # . Sympathetic  # . Athletic  # . Warm . . .  # . Courageous  # . Determined  # . True  # . Dependable  # . Intelligent . . .  # . Psychologist  # . Pest exterminator  # . Psychiatrist  # . Healer . .  # . Stylist  # . Driver . . Aaniye pudunga venaam..
5757,ham,K k:) sms chat with me.
6699,ham,Sorry  I'll call later
10584,ham,Solve d Case : A Man Was Found Murdered On  DECIMAL . #  AfterNoon. 1 His wife called Police. 2 Police questioned everyone. 3 Wife: Sir I was sleeping  when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason  If U r Brilliant.
5436,ham,....photoshop makes my computer shut down.
10210,ham,K:)i will give my kvb acc details:)
9561,ham,Anything lar then u not going home 4 dinner?
4676,ham,Hey sathya till now we dint meet not even a single time then how can i saw the situation sathya.
1443,spam,Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10 000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+ 
11092,ham,Hey ! I want you ! I crave you ! I miss you ! I need you ! I love you  Ahmad Saeed al Hallaq ...
8461,spam,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's
7444,ham,Haha get used to driving to usf man  I know a lot of stoners
9265,spam,Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK  PO Box 113  Bray  Wicklow  Eire. Quiz Starts Saturday! Unsub Stop
754,ham,You are everywhere dirt  on the floor  the windows  even on my shirt. And sometimes when i open my mouth  you are all that comes flowing out. I dream of my world without you  then half my chores are out too. A time of joy for me  lots of tv shows i.ll see. But i guess like all things you just must exist  like rain  hail and mist  and when my time here is done  you and i become one.
3770,ham,Still otside le..u come 2morrow maga..
8385,ham,No objection. My bf not coming.
1332,ham,Lol you won't feel bad when I use her money to take you out to a steak dinner =D
10257,spam,Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz
7101,ham,Aight  can you text me the address?
2971,ham,Hmm  too many of them unfortunately... Pics obviously arent hot cakes. Its kinda fun tho
7216,ham,... Are you in the pub?
4282,ham,When did i use soc... I use it only at home... ÌÏ dunno how 2 type it in word ar...
5247,ham,We are okay. Going to sleep now. Later
2296,ham,Sorry man  my stash ran dry last night and I can't pick up more until sunday
